Id	Name	Name.NCBI	entrez	product	ctrl4	ctrl5	ctrl6	IP1	IP2	IP3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene2109	SAOUHSC_02169	ABD31214.1	3921863	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene211	SAOUHSC_00222	ABD29398.1	3920298	"tagB protein putative"	4716	6484	1132	2893	2191	1881	289393510524973	-100186536665967	235126474311984	-426096367749007	"2035473156	77379"	"779979629	82256"
gene2110	SAOUHSC_02170	ABD31215.1	3921864	"peptidoglycan hydrolase putative"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2111	SAOUHSC_02171	ABD31216.1	3921865	"staphylokinase precursor putative"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2112	SAOUHSC_02173	ABD31217.1	3921866	amidase	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2113	SAOUHSC_02174	ABD31218.1	3921867	"holin phage phi LC3 family"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2114	SAOUHSC_02175	ABD31219.1	3921868	"hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2115	SAOUHSC_02176	ABD31220.1	3921869	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2116	SAOUHSC_02177	ABD31221.1	3921870	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2117	SAOUHSC_02178	ABD31222.1	3919545	"phi PVL orf 22-like protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2118	SAOUHSC_02179	ABD31223.1	3919546	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2119	SAOUHSC_02180	ABD31224.1	3919547	"phage minor structural protein N-terminal region domain protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene212	SAOUHSC_00223	ABD29399.1	3920299	"teichoic acid biosynthesis protein F putative"	1727	2659	348	2225	1776	1218	140707161235358	601143146976225	252437960427693	238135003926406	811776386315719	854896148175445
gene2120	SAOUHSC_02181	ABD31225.1	3919548	"phi PVL orfs 18-19-like protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2121	SAOUHSC_02182	ABD31226.1	3919549	"tail length tape measure protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2122	SAOUHSC_02183	ABD31227.1	3919550	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2123	SAOUHSC_02184	ABD31228.1	3919551	"phi PVL orf 14-like protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2124	SAOUHSC_02185	ABD31229.1	3919552	"phi PVL orf 13-like protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2125	SAOUHSC_02186	ABD31230.1	3919553	"phi PVL orf 12-like protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2126	SAOUHSC_02187	ABD31231.1	3919554	"phage protein HK97 gp10 family"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2127	SAOUHSC_02188	ABD31232.1	3919555	"phage head-tail adaptor putative"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2128	SAOUHSC_02189	ABD31233.1	3919556	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2129	SAOUHSC_02190	ABD31234.1	3919557	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene213	SAOUHSC_00225	ABD29400.1	3920300	"conserved hypothetical protein"	3110	3356	524	2951	2361	1960	204322457462259	-384599241121776	197936119625762	-194304729146423	84593728288114	884403670600993
gene2130	SAOUHSC_02191	ABD31235.1	3919558	"phage major capsid protein HK97 family"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2131	SAOUHSC_02193	ABD31236.1	3919559	"prohead protease"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2132	SAOUHSC_02194	ABD31237.1	3919560	"phage portal protein HK97 family"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2133	SAOUHSC_02195	ABD31238.1	3919561	"phi PVL orf 3-like protein-related protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2134	SAOUHSC_02196	ABD31239.1	3919562	"phage terminase large subunit putative"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2135	SAOUHSC_02197	ABD31240.1	3919563	"phage terminase small subunit putative"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2136	SAOUHSC_02198	ABD31241.1	3919564	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2137	SAOUHSC_02199	ABD31242.1	3919565	"phi PVL orf 62-like protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2138	SAOUHSC_02200	ABD31243.1	3919566	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2139	SAOUHSC_A02094	ABD32063.1	NA	"hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene214	SAOUHSC_00226	ABD29401.1	3920301	"conserved hypothetical protein"	6561	9391	1333	6686	5122	4834	486897981363066	-145615971556215	191819498607151	-759130185479414	447774683815431	539459064253201
gene2140	SAOUHSC_02202	ABD31244.1	3919567	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2141	SAOUHSC_02203	ABD31245.1	3919568	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2142	SAOUHSC_02204	ABD31246.1	3919569	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2143	SAOUHSC_02205	ABD31247.1	3919570	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2144	SAOUHSC_02206	ABD31248.1	3919571	"hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2145	SAOUHSC_02207	ABD31249.1	3919572	"phi PVL/orf 52-like protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2146	SAOUHSC_02208	ABD31250.1	3919573	"PV83 orf 27-like protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2147	SAOUHSC_02209	ABD31251.1	3919574	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2148	SAOUHSC_02210	ABD31252.1	3919575	"phi PVL orf 51-like protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2149	SAOUHSC_02211	ABD31253.1	3919576	"phi PVL orf 50-like protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene215	SAOUHSC_00227	ABD29402.1	3920302	"conserved hypothetical protein"	12804	20221	2367	15106	11405	11857	103570970820353	923340095342613	212098173893951	435336183424325	663318424582987	734752716461155
gene2150	SAOUHSC_02212	ABD31254.1	3919577	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2151	SAOUHSC_02213	ABD31255.1	3919578	"phi ETA orf 25-like protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2152	SAOUHSC_02214	ABD31256.1	3919579	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2153	SAOUHSC_02215	ABD31257.1	3919580	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2154	SAOUHSC_02216	ABD31258.1	3919581	"phage DnaC-like protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2155	SAOUHSC_02217	ABD31259.1	3919582	"phi ETA orf 22-like protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2156	SAOUHSC_02218	ABD31260.1	3919583	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2157	SAOUHSC_02219	ABD31261.1	3919642	"phi ETA orf 20-like protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2158	SAOUHSC_02220	ABD31262.1	3919643	"phi ETA orf 18-like protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2159	SAOUHSC_02221	ABD31263.1	3919644	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene216	SAOUHSC_00228	ABD29403.1	3920303	"conserved hypothetical protein"	21461	32472	6658	33115	26059	27089	221380077739914	256526881165627	298549725476008	859243399928172	390206243751719	482413486459045
gene2160	SAOUHSC_02222	ABD31264.1	3919645	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2161	SAOUHSC_02223	ABD31265.1	3919646	"phi PVL orf 39-like protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2162	SAOUHSC_02224	ABD31266.1	3919647	"phi PVL orf 38-like protein-related protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2163	SAOUHSC_02225	ABD31267.1	3919648	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2164	SAOUHSC_02226	ABD31268.1	3919649	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2165	SAOUHSC_02227	ABD31269.1	3919650	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2166	SAOUHSC_02228	ABD31270.1	3919651	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2167	SAOUHSC_02229	ABD31271.1	NA	"anti repressor"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2168	SAOUHSC_02231	ABD31272.1	NA	"anti repressor"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2169	SAOUHSC_02232	ABD31273.1	3919654	"phi PVL orf 33-like protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene217	SAOUHSC_00229	ABD29404.1	3920304	"ScdA protein putative"	1651	3847	510	923	583	596	119163733916841	-164051055480859	328124708906461	-499965565006033	"57432792	9247455"	"309323073	704929"
gene2170	SAOUHSC_02233	ABD31274.1	3919655	"phi PVL orf 32-like protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2171	SAOUHSC_02234	ABD31275.1	3919656	"repressor-like protein-related protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2172	SAOUHSC_02235	ABD31276.1	3919657	repressor	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2173	SAOUHSC_02236	ABD31277.1	3919658	"conserved hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2174	SAOUHSC_02237	ABD31278.1	3919659	"hypothetical phage protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2175	SAOUHSC_02238	ABD31279.1	3919660	"phi PVL ORF 30-like protein"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2176	SAOUHSC_02239	ABD31280.1	3919661	integrase	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2177	SAOUHSC_02240	ABD31281.1	NA	"truncated beta-hemolysin"	37109	28203	7023	22913	13587	10759	181605227496443	-875940346153161	333326366091328	-262787596560292	859198378067753	179722229540778
gene2178	SAOUHSC_02241	ABD31282.1	3919663	"conserved hypothetical protein"	6427	9191	865	4524	2580	2648	353832198812912	-729267667563136	271766420937518	-268343552175198	728700252078324	156616173581013
gene2179	SAOUHSC_02243	ABD31283.1	3919664	"conserved hypothetical protein"	4192	8318	488	3047	1781	1862	252375109632772	-813247966688547	376102834830887	-216230214551353	305948944662381	555458734304097
gene218	SAOUHSC_00230	ABD29405.1	3920305	"two-component sensor histidine kinase putative"	5287	7419	1085	1200	966	802	246585555344704	-231890140986132	204642411113205	-113314801034989	"9	16428774076768E-16"	"6	42910032275394E-14"
gene2180	SAOUHSC_02244	ABD31284.1	3919665	"conserved hypothetical protein"	7747	9776	2080	7396	5077	4833	56251212074772	-438910619956513	275967978556751	-159044039185964	11173557175867	170216327578909
gene2181	SAOUHSC_02245	ABD31285.1	3919666	"conserved hypothetical protein"	100	94	8	455	206	309	158672842474688	228079296505435	391625726800547	582390994505819	"574865	607309194"	"4250898	11242691"
gene2182	SAOUHSC_02246	ABD31286.1	3919667	"conserved hypothetical protein"	66	95	3	133	67	79	567433814992302	901176863478814	484139603339757	186139877271389	626878837777471	103633867079103
gene2183	SAOUHSC_02247	ABD31287.1	3919668	"cation transport protein putative"	2007	2982	402	1413	947	915	124008214491441	-804768745371005	212961231005511	-377894484160913	157494302259745	497006241041134
gene2184	SAOUHSC_02248	ABD31288.1	3919669	"conserved hypothetical protein"	2309	2678	235	2631	2016	1959	160069294256166	423096465396987	283402497086114	149291721049454	135458859467969	200224440575021
gene2185	SAOUHSC_02249	ABD31289.1	3919670	"conserved hypothetical protein"	1192	1858	210	948	811	792	814617561023222	-359634394896108	22679518377697	-158572324555962	112802103634042	171649919656695
gene2186	SAOUHSC_02250	ABD31290.1	3919671	"phage terminase small subunit putative"	305	157	22	1421	1546	1038	626979261599817	307918919338041	42924532849434	71734949432793	"73	1069542078702"	"93	906397517715"
gene2187	SAOUHSC_02251	ABD31291.1	3919672	"conserved hypothetical protein"	79	66	3	637	553	460	247375349925321	357127892877344	411176596874437	868551117918811	"0	000377042959443287"	"8	668819638965E-05"
gene2188	SAOUHSC_02252	ABD31292.1	NA	"conserved hypothetical protein"	214	51	1	1210	977	838	450412629161864	3738400762703	796410514093554	469406254255434	"267832089	490645"	"1231577473	69144"
gene2189	SAOUHSC_02254	ABD31293.1	3919674	"chaperonin 60 kDa GrpEL putative"	24202	5127	506	136318	123558	98989	537149648782858	377741178143137	705841136218112	535164584154262	"8715785	18730926"	"53708081	6947706"
gene219	SAOUHSC_00231	ABD29406.1	3920306	"two-component response regulator putative"	599	1015	75	312	185	177	308872934359646	-124884437752859	332722698148556	-375340902342345	174445862123747	543603506572404
gene2190	SAOUHSC_02255	ABD31294.1	3919675	"chaperonin 10 kDa GroES putative"	3989	737	104	21523	21526	16220	890683253524462	377525574110653	69494329697536	543246586813311	"5558058	7244759199998"	"35865209	1277503"
gene2191	SAOUHSC_02256	ABD31295.1	3919676	"abortive infection protein"	1234	1276	76	691	373	510	533276034842088	-553261865329437	424342029700065	-130381113961418	192297983544273	269947297576773
gene2192	SAOUHSC_02257	ABD31296.1	3919677	"conserved hypothetical protein"	3819	7092	2958	5418	3293	5398	509919634592323	-656563390671628	560434105953665	-117152647152761	241387223821336	327759525744504
gene2193	SAOUHSC_02258	ABD31297.1	3919678	"conserved hypothetical protein"	1639	2006	129	8189	6205	6557	33897443127404	263199662338885	357225805119901	736787932357078	"17	3363604498983"	"248	336555973412"
gene2194	SAOUHSC_02259	ABD31298.1	3919679	"conserved hypothetical protein"	2921	3942	268	11090	7411	9476	479691328946457	211875323084206	347023695925147	610550015955993	"102479	252432588"	"827089	187774514"
gene2195	SAOUHSC_02260	ABD31299.1	3919680	"delta-hemolysin precursor"	7231	4708	82	256275	139297	160865	774916262065795	582200892349646	728696512646945	798962094980854	"0	135354274770837"	"2	37390574213469"
gene2196	SAOUHSC_02261	ABD31300.1	3919137	"accessory gene regulator protein B"	30877	24517	4665	25285	17827	19802	178319771412075	-539250776382362	260833595446785	-206741303956138	836211898298837	876580748561539
gene2197	SAOUHSC_02262	ABD31301.1	3919138	"conserved hypothetical protein"	14431	7612	740	11711	7410	9516	688446260489731	453223601521879	470575350648631	963126523514599	33548403269771	429319136324104
gene2198	SAOUHSC_02264	ABD31302.1	3919139	"accessory gene regulator protein C"	62177	32340	8207	65416	44421	49077	379107045489358	473578650265952	363384762014076	130324300788267	192491811425342	270080818492172
gene2199	SAOUHSC_02265	ABD31303.1	3919140	"accessory gene regulator protein A"	43042	24188	4423	56456	41121	41488	296072282544389	905125059706572	348590675817467	259652687950989	941715371735946	195862570817203
gene22	SAOUHSC_00023	ABD29212.1	3919194	"conserved hypothetical protein"	6815	8112	2070	9533	7815	7301	640229540360776	214498466721505	319530952738539	671291669502269	502034740530113	592565595379805
gene220	SAOUHSC_00232	ABD29407.1	3920307	"conserved hypothetical protein"	370	2341	180	186	228	151	466710599251893	-227951082321631	559919359529226	-407114128922582	"4678336151	52577"	1651603575558
gene2200	SAOUHSC_02266	ABD31304.1	3919141	"conserved hypothetical protein"	219	184	21	199	134	129	12085324519735	11916173590928	328114198695037	363171531080355	716476752776554	778506908497479
gene2201	SAOUHSC_02267	ABD31305.1	3919142	"fructokinase putative"	3041	3314	753	4274	3048	2616	254695267781404	219055257035875	280447288374097	78109244095693	434748127445424	526081767665051
gene2202	SAOUHSC_02268	ABD31306.1	3919143	"sucrose-6-phosphate dehydrogenase putative"	3971	5302	1103	4528	3567	2750	320956713668792	-19148719121439	287095305781067	-666981268444751	504784098352692	594918042530894
gene2203	SAOUHSC_02269	ABD31307.1	3919144	"sucrose operon repressor putative"	3561	4248	377	1546	1364	796	158358955959794	-107456171532047	327943027326655	-327667193926989	105038336425204	279557284493539
gene2204	SAOUHSC_02270	ABD31308.1	3919145	"ammonium transporter"	271	294	25	246	169	197	161532326400014	116012277548865	320641523701105	36181301850664	717491762976192	779300303097602
gene2205	SAOUHSC_02271	ABD31309.1	3919146	"conserved hypothetical protein"	80	81	13	374	289	275	156191229672208	234741773708163	273140791354422	859416759189099	"0	000838705430133851"	"0	0183575844547697"
gene2206	SAOUHSC_02272	ABD31310.1	3919147	"conserved hypothetical protein"	183	138	28	666	427	444	265145731701927	200281208096274	305659150059981	655243620408458	"5660	59040819575"	"56317	7285702675"
gene2207	SAOUHSC_02273	ABD31311.1	3919148	"conserved hypothetical protein"	7809	8436	1668	5158	4077	3223	456136782638986	-720524218881346	244225987455723	-295023566651347	317531624061026	744805142585911
gene2208	SAOUHSC_02274	ABD31312.1	3919149	"ABC transporter ATP-binding protein putative"	3428	4571	531	1813	1111	1019	173125712287656	-11476374838611	232822506592072	-492923772988957	"82551074	0200003"	"430209025	74994400001"
gene2209	SAOUHSC_02275	ABD31313.1	3919150	"hypothetical protein"	81	143	6	162	81	91	724433283383843	661818084682912	454684483051015	14555545864288	145515789930507	212209265912982
gene221	SAOUHSC_00233	ABD29408.1	3920308	"holin-like protein LrgB putative"	1086	4948	1692	962	1044	591	21037207860638	-226432195121703	662629239856849	-341717783493255	632739331746633	177556390939363
gene2210	SAOUHSC_02276	ABD31314.1	3919151	"MutS domain V protein"	991	1180	50	1173	772	792	638799454836708	519279437337716	461616998695728	112491402787356	260625467006966	349373482474796
gene2211	SAOUHSC_02277	ABD31315.1	3919152	"O-sialoglycoprotein endopeptidase putative"	2091	1954	687	4786	3386	3394	249599228629274	845639017140473	388275967671749	217793293314352	29411030215632	537074378762058
gene2212	SAOUHSC_02278	ABD31316.1	3919153	"ribosomal-protein-alanine acetyltransferase"	461	733	43	772	574	611	424950736977623	816452240604427	360580978455339	226426874790222	235575905080291	444507362965295
gene2213	SAOUHSC_02279	ABD31317.1	3919154	"conserved hypothetical protein"	1073	1048	96	1302	924	835	711628429335741	532351962886508	310807272687131	17128040739973	867485903908357	137193146421576
gene2214	SAOUHSC_02280	ABD31318.1	3919155	"conserved hypothetical protein"	770	1258	53	662	504	464	470948344638933	-128910123560077	437343992299028	-294756818042528	768179655766421	819711208337335
gene2215	SAOUHSC_A02169	ABD32064.1	3921698	"hypothetical protein"	1	2	0	3	3	4	173855165324304	167932677289476	142173732857184	118117934948059	237531483012871	323005038530426
gene2216	SAOUHSC_02281	ABD31319.1	3919156	"dihydroxy-acid dehydratase"	11725	12622	5460	1646	1421	963	681829046731493	-348980625808337	476190293554233	-732859595275627	"23	2576415734406"	"321	378319923907"
gene2217	SAOUHSC_02282	ABD31320.1	3919157	"acetolactate synthase large subunit biosynthetic type"	18277	18409	6594	1752	1439	997	891904874241679	-385193540924368	414483200714025	-929334506828744	"1	49513951477403E-06"	"4	39860399185134E-05"
gene2218	SAOUHSC_02283	ABD31321.1	3919158	"conserved hypothetical protein"	2287	1583	662	171	117	96	91764433700371	-403361731401971	434488297321549	-928360404384971	"1	63840710392045E-06"	"4	7688104641769699999E-05"
gene2219	SAOUHSC_02284	ABD31322.1	3919159	"ketol-acid reductoisomerase"	13884	14722	2665	1004	785	610	515003332567445	-386252403613961	230212706802857	-167780662057342	"3	53150070225326E-49"	"2	49463742599881E-46"
gene222	SAOUHSC_00234	ABD29409.1	3919254	"conserved hypothetical protein"	802	1015	67	1388	1048	930	700929109460669	970500434568599	344482488840236	281727073511333	484336796806164	108529523018973
gene2220	SAOUHSC_02285	ABD31323.1	3919160	"2-isopropylmalate synthase"	21589	20390	5471	2130	1509	1123	880666350181414	-364449808143891	331667867052368	-109883966566573	"4	34577353778565E-14"	"2	70228099985944E-12"
gene2221	SAOUHSC_02286	ABD31324.1	3919161	"3-isopropylmalate dehydrogenase"	13070	16531	3717	1388	1030	810	60521715170632	-365742049878829	302930482228422	-120734647496796	"1	45861127855294E-19"	"1	20932135094571E-17"
gene2222	SAOUHSC_02287	ABD31325.1	3919162	"3-isopropylmalate dehydratase large subunit"	17710	18397	10012	2003	1496	1302	112527436668592	-399607384256375	527850645293875	-757046311904947	"3	71896006960412"	"58	8154609851843"
gene2223	SAOUHSC_02288	ABD31326.1	3919163	"3-isopropylmalate dehydratase small subunit"	6723	8025	1586	837	500	485	286764953377926	-339198615974451	267711135658277	-126703215068134	"8	63597167366357E-23"	"9	45120739965741E-21"
gene2224	SAOUHSC_02289	ABD31327.1	3919164	"thereonine dehydratase putative"	12768	10629	1856	1520	964	807	420201801605949	-306254984159773	272783525918552	-11227033712117	"3	00394580257213E-15"	"2	00458432093594E-13"
gene2225	SAOUHSC_02290	ABD31328.1	NA	"conserved hypothetical protein"	46	26	2	372	219	201	117092997292812	340533126559944	464599613095511	732960417876927	"23	0833480736106"	"320	589037205069"
gene2226	SAOUHSC_R00014	NA	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2227	SAOUHSC_R0009	NA	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
gene2228	SAOUHSC_R0004	NA	NA	NA	2	0	0	1	2	0	649849429493953	247284028088383	258628601799484	95613565695299	923827490698457	945001297848947
gene2229	SAOUHSC_T00025	NA	NA	NA	239	112	142	1032	435	390	381542207922517	894905504663169	700282142491886	127792135535362	201277157421444	280251553539477
gene223	SAOUHSC_00235	ABD29410.1	3919255	"conserved hypothetical protein"	165	283	19	821	452	441	291965519815493	193962863217654	352954369934016	549540903131233	"3898058	44405371"	"26204147	1816485"
gene2230	SAOUHSC_T00034	NA	NA	NA	53	120	17	89	78	81	639442845384363	297006837157401	387207479972681	76704829456899	443052802102839	534240840261511
gene2231	SAOUHSC_02294	ABD31329.1	3919166	"hypothetical protein"	2	0	1	1	4	4	226108517397321	118423736790491	157637126290908	751242677260868	452506620332113	543723369885226
gene2232	SAOUHSC_02296	ABD31330.1	3919167	"conserved hypothetical protein"	1955	2470	302	6326	4599	6748	316036025957171	19016437088992	272143147404982	69876597189101	"279	509296580664"	"3282	13491607166"
gene2233	SAOUHSC_02297	ABD31331.1	3919168	"S1 RNA binding domain protein"	6149	7355	1151	18949	14103	20070	968999676723265	177343116982074	261906509764424	67712374595648	"1276	85500151804"	"13808	2027041634"
gene2234	SAOUHSC_02298	ABD31332.1	3919169	"sigma factor B putative"	19487	32057	4805	31336	26714	29848	209424021622351	5315372179175	258234347428326	205835212554376	395563438335383	694647989271892
gene2235	SAOUHSC_02299	ABD31333.1	3919170	"anti-sigma B factor putative"	7038	11574	1472	7366	6376	7108	585310041159905	119602329666803	244693132955536	488784986412088	961016123975934	969878316192607
gene2236	SAOUHSC_02300	ABD31334.1	3919171	"STAS domain putative"	4928	4924	571	4022	3332	3416	293638263488185	767349343714979	249611961900243	307416895357622	758526069784782	813216037198732
gene2237	SAOUHSC_02301	ABD31335.1	NA	"sigmaB regulation protein RsbU putative"	8383	9625	886	6035	4856	5452	47831257568836	-120003456030361	284489924537038	-421819704953162	67315662170279	743243146480563
gene2238	SAOUHSC_02302	ABD31336.1	NA	"sigmaB regulation protein RsbU putative"	4837	6886	626	2789	2267	2410	268655144784538	-65172702656543	260604071347643	-25008320982677	123901904378742	251107859540917
gene2239	SAOUHSC_A02189	ABD32065.1	3921699	"hypothetical protein"	191	68	151	60	37	55	152212815810975	-260680740866436	806718581085954	-323137147176558	123197716144877	321324071851651
gene224	SAOUHSC_00236	ABD29411.1	3919256	"6-phospho-beta-glucosidase putative"	248	366	106	1257	892	791	540583631788059	161254681586116	39413048157307	409140345964893	"4287704343	3815299999"	152155111329337
gene2240	SAOUHSC_02303	ABD31337.1	3919174	"conserved hypothetical protein"	5772	7612	3508	2358	2206	1806	466147943095263	-20798908116896	515591255176684	-403399163738116	"5483727030	27287"	188960669456254
gene2241	SAOUHSC_02304	ABD31338.1	3919175	"conserved hypothetical protein"	1805	1364	106	747	621	507	6718048064677	-668041320552497	413963676354584	-161376796736214	106577765076087	16345110159651
gene2242	SAOUHSC_02305	ABD31339.1	3920930	"alanine racemase"	4758	4550	908	5386	4032	4473	354021206681029	278477860604427	243130177906484	114538582993815	252049365540167	33970791335857
gene2243	SAOUHSC_02306	ABD31340.1	3920931	"holo-(acyl-carrier-protein) synthase"	1342	1901	188	1454	1193	1194	100106684789744	203580648714449	238014907496876	855327302207407	392369976966458	484442354232956
gene2244	SAOUHSC_02307	ABD31341.1	3920932	"conserved hypothetical protein"	925	1098	90	1002	780	798	63273438026377	384746781476396	299395165273622	1285080141908	198764280136299	277034676746262
gene2245	SAOUHSC_02308	ABD31342.1	3920933	"conserved hypothetical protein"	3955	4728	936	3841	2776	3134	290235124483772	-180424654246985	251081093364432	-718591160446743	472392861427761	563903520447798
gene2246	SAOUHSC_02309	ABD31343.1	3920934	"conserved hypothetical protein"	729	986	38	541	382	512	405445156411538	-355187573403081	480300623317369	-739510956595996	941049298660069	955365818602578
gene2247	SAOUHSC_02310	ABD31344.1	3920935	"potassium-transporting ATPase C subunit"	1965	3715	1167	1836	1497	1544	20541384943423	-100412513057068	466352897827022	-215314440040881	313073317034948	566139190619708
gene2248	SAOUHSC_02311	ABD31345.1	3920936	"potassium-translocating P-type ATPase B subunit putative"	4723	12064	2683	3792	2995	3353	493237561027661	-130408178993867	441620545036273	-295294638031743	31475663055728	740476475670437
gene2249	SAOUHSC_02312	ABD31346.1	3920937	"potassium-transporting ATPase A subunit"	3491	9105	1023	1503	1155	1458	254174619055167	-176157156408869	353311030159255	-498589461895561	"61675756	1221174"	"330224792	074585"
gene225	SAOUHSC_00237	ABD29412.1	3919257	"conserved hypothetical protein"	295	340	28	695	499	422	308055384916206	133921159752148	304981888791193	439111844585096	"1127690856	88761"	"4557403522	07461"
gene2250	SAOUHSC_02313	ABD31347.1	3920938	"hypothetical protein"	31	30	3	80	44	74	361027595880031	161234987188185	456990811131079	352818882263998	418413573921965	121140691878359
gene2251	SAOUHSC_02314	ABD31348.1	3920939	"sensor protein KdpD putative"	26390	54777	4050	4226	3192	3201	12488662403408	-289853236148113	320661458074781	-903922903264904	"1	57780661073413E-05"	"0	000419114455045492"
gene2252	SAOUHSC_02315	ABD31349.1	3920940	"DNA-binding response regulator putative"	2762	6719	576	1414	959	1045	182267228200383	-151092642949125	331807133755825	-455362852627253	"527284315	816243"	"2308239820	91719"
gene2253	SAOUHSC_02316	ABD31350.1	3920941	"ATP-dependent RNA helicase DEAD box family putative"	33760	22631	9172	75154	58003	76471	418401891763387	126550328842485	42405654426135	298427958617921	284246911434475	677438632129551
